Datetime,Adj Close,Close,High,Low,Open,Volume
2026-06-05 09:30:00-04:00,135.8249969482422,135.8249969482422,135.8249969482422,135.39999389648438,135.41000366210938,39021
2026-06-05 09:31:00-04:00,135.50999450683594,135.50999450683594,135.6999969482422,135.33999633789062,135.45199584960938,14195
2026-06-05 09:32:00-04:00,134.47000122070312,134.47000122070312,135.5749969482422,134.3800048828125,135.5749969482422,157352
2026-06-05 09:33:00-04:00,134.22000122070312,134.22000122070312,134.86000061035156,134.0200958251953,134.60000610351562,61776
2026-06-05 09:34:00-04:00,134.32000732421875,134.32000732421875,134.4149932861328,134.00999450683594,134.18499755859375,55281
2026-06-05 09:35:00-04:00,134.25999450683594,134.25999450683594,134.52499389648438,134.02000427246094,134.32000732421875,46281
2026-06-05 09:36:00-04:00,134.01499938964844,134.01499938964844,134.3000030517578,133.7899932861328,134.2100067138672,36283
2026-06-05 09:37:00-04:00,133.47500610351562,133.47500610351562,134.22500610351562,133.46499633789062,134.08999633789062,44904
2026-06-05 09:38:00-04:00,133.3699951171875,133.3699951171875,133.47000122070312,133.16000366210938,133.41000366210938,30803
2026-06-05 09:39:00-04:00,133.19000244140625,133.19000244140625,133.64999389648438,133.16000366210938,133.47000122070312,29341
2026-06-05 09:40:00-04:00,133.2899932861328,133.2899932861328,133.3000030517578,132.94000244140625,133.1699981689453,45472
2026-06-05 09:41:00-04:00,133.18499755859375,133.18499755859375,133.27000427246094,133.0500030517578,133.27000427246094,31031
2026-06-05 09:42:00-04:00,133.0800018310547,133.0800018310547,133.33900451660156,133.0500030517578,133.22999572753906,43546
2026-06-05 09:43:00-04:00,132.89999389648438,132.89999389648438,133.11000061035156,132.85000610351562,133.0749969482422,46333
2026-06-05 09:44:00-04:00,132.66000366210938,132.66000366210938,133.00999450683594,132.6199951171875,132.9149932861328,54378
2026-06-05 09:45:00-04:00,132.92999267578125,132.92999267578125,133.05999755859375,132.65499877929688,132.66000366210938,65660
2026-06-05 09:46:00-04:00,133.05499267578125,133.05499267578125,133.1300048828125,132.88999938964844,133.0,39845
2026-06-05 09:47:00-04:00,133.10000610351562,133.10000610351562,133.22999572753906,133.01499938964844,133.07000732421875,28942
2026-06-05 09:48:00-04:00,133.14999389648438,133.14999389648438,133.24000549316406,133.02999877929688,133.16000366210938,27107
2026-06-05 09:49:00-04:00,132.9149932861328,132.9149932861328,133.2299041748047,132.82000732421875,133.14500427246094,42136
2026-06-05 09:50:00-04:00,133.1999969482422,133.1999969482422,133.27000427246094,132.90499877929688,132.90499877929688,33193
2026-06-05 09:51:00-04:00,133.3699951171875,133.3699951171875,133.3699951171875,133.0200958251953,133.19500732421875,25553
2026-06-05 09:52:00-04:00,133.50999450683594,133.50999450683594,133.55999755859375,133.3000030517578,133.39999389648438,37278
2026-06-05 09:53:00-04:00,133.5,133.5,133.63999938964844,133.36000061035156,133.45010375976562,34157
2026-06-05 09:54:00-04:00,133.63999938964844,133.63999938964844,133.63999938964844,133.3000030517578,133.52000427246094,25914
2026-06-05 09:55:00-04:00,133.3300018310547,133.3300018310547,133.6999969482422,133.3000030517578,133.67999267578125,18826
2026-06-05 09:56:00-04:00,133.36000061035156,133.36000061035156,133.4951934814453,133.3300018310547,133.3350067138672,24623
2026-06-05 09:57:00-04:00,133.49000549316406,133.49000549316406,133.52000427246094,133.1699981689453,133.3800048828125,20061
2026-06-05 09:58:00-04:00,133.30999755859375,133.30999755859375,133.52000427246094,133.2050018310547,133.49000549316406,25973
2026-06-05 09:59:00-04:00,133.49000549316406,133.49000549316406,133.6300048828125,133.3249969482422,133.3300018310547,31478
2026-06-05 10:00:00-04:00,133.49000549316406,133.49000549316406,133.68499755859375,133.3800048828125,133.49000549316406,35525
2026-06-05 10:01:00-04:00,133.67999267578125,133.67999267578125,133.67999267578125,133.4600067138672,133.49000549316406,26761
2026-06-05 10:02:00-04:00,133.91000366210938,133.91000366210938,133.9600067138672,133.65939331054688,133.6699981689453,35734
2026-06-05 10:03:00-04:00,134.02000427246094,134.02000427246094,134.08999633789062,133.8300018310547,133.8699951171875,47799
2026-06-05 10:04:00-04:00,134.06500244140625,134.06500244140625,134.11000061035156,133.9499969482422,134.0,28188
2026-06-05 10:05:00-04:00,134.38999938964844,134.38999938964844,134.39999389648438,134.10000610351562,134.10000610351562,21977
2026-06-05 10:06:00-04:00,134.05999755859375,134.05999755859375,134.4199981689453,134.01010131835938,134.38999938964844,27572
2026-06-05 10:07:00-04:00,134.0500030517578,134.0500030517578,134.24949645996094,133.97999572753906,134.02000427246094,21647
2026-06-05 10:08:00-04:00,134.21499633789062,134.21499633789062,134.24000549316406,134.07510375976562,134.10000610351562,16000
2026-06-05 10:09:00-04:00,134.27999877929688,134.27999877929688,134.32000732421875,134.16000366210938,134.24000549316406,18829
2026-06-05 10:10:00-04:00,134.22000122070312,134.22000122070312,134.33990478515625,134.1999969482422,134.32000732421875,28897
2026-06-05 10:11:00-04:00,134.24000549316406,134.24000549316406,134.27000427246094,134.0800018310547,134.18499755859375,33426
2026-06-05 10:12:00-04:00,134.0850067138672,134.0850067138672,134.21499633789062,133.9499969482422,134.2100067138672,26532
2026-06-05 10:13:00-04:00,134.02000427246094,134.02000427246094,134.13999938964844,133.97999572753906,134.1199951171875,21686
2026-06-05 10:14:00-04:00,133.9199981689453,133.9199981689453,134.01499938964844,133.875,134.01499938964844,24304
2026-06-05 10:15:00-04:00,134.0500030517578,134.0500030517578,134.07000732421875,133.9250030517578,133.94000244140625,26489
2026-06-05 10:16:00-04:00,133.9550018310547,133.9550018310547,134.05999755859375,133.91000366210938,134.0399932861328,22433
2026-06-05 10:17:00-04:00,134.1824951171875,134.1824951171875,134.19320678710938,133.9550018310547,133.9550018310547,21637
2026-06-05 10:18:00-04:00,134.02999877929688,134.02999877929688,134.17999267578125,134.0,134.17999267578125,19061
2026-06-05 10:19:00-04:00,134.05499267578125,134.05499267578125,134.10000610351562,133.9600067138672,134.0399932861328,18441
2026-06-05 10:20:00-04:00,133.9600067138672,133.9600067138672,134.10989379882812,133.9199981689453,134.05499267578125,25455
2026-06-05 10:21:00-04:00,133.6300048828125,133.6300048828125,133.98500061035156,133.6300048828125,133.97000122070312,22438
2026-06-05 10:22:00-04:00,133.39999389648438,133.39999389648438,133.6699981689453,133.36500549316406,133.6699981689453,22030
2026-06-05 10:23:00-04:00,133.47999572753906,133.47999572753906,133.51499938964844,133.34100341796875,133.39999389648438,23458
2026-06-05 10:24:00-04:00,133.3699951171875,133.3699951171875,133.47000122070312,133.3249969482422,133.4600067138672,20244
2026-06-05 10:25:00-04:00,133.36500549316406,133.36500549316406,133.5,133.36000061035156,133.38999938964844,16587
2026-06-05 10:26:00-04:00,133.32000732421875,133.32000732421875,133.4949951171875,133.2899932861328,133.39999389648438,12760
2026-06-05 10:27:00-04:00,133.32400512695312,133.32400512695312,133.48989868164062,133.32009887695312,133.35000610351562,16795
2026-06-05 10:28:00-04:00,133.22000122070312,133.22000122070312,133.3350067138672,133.1999969482422,133.3350067138672,11426
2026-06-05 10:29:00-04:00,133.2050018310547,133.2050018310547,133.22999572753906,133.11500549316406,133.22000122070312,19972
2026-06-05 10:30:00-04:00,133.49000549316406,133.49000549316406,133.52000427246094,133.17999267578125,133.18499755859375,64725
2026-06-05 10:31:00-04:00,133.58999633789062,133.58999633789062,133.62989807128906,133.47000122070312,133.50999450683594,29010
2026-06-05 10:32:00-04:00,133.5449981689453,133.5449981689453,133.61000061035156,133.5399932861328,133.58999633789062,15632
2026-06-05 10:33:00-04:00,133.63999938964844,133.63999938964844,133.63999938964844,133.4949951171875,133.55999755859375,21870
2026-06-05 10:34:00-04:00,133.625,133.625,133.7050018310547,133.5399932861328,133.6199951171875,16400
2026-06-05 10:35:00-04:00,133.63499450683594,133.63499450683594,133.64999389648438,133.51499938964844,133.5850067138672,9572
2026-06-05 10:36:00-04:00,134.02999877929688,134.02999877929688,134.02999877929688,133.5850067138672,133.63999938964844,18368
2026-06-05 10:37:00-04:00,134.0749969482422,134.0749969482422,134.1199951171875,133.94500732421875,134.05999755859375,31368
2026-06-05 10:38:00-04:00,134.02000427246094,134.02000427246094,134.19000244140625,134.01499938964844,134.1199951171875,22982
2026-06-05 10:39:00-04:00,133.97999572753906,133.97999572753906,134.1999969482422,133.97500610351562,134.05999755859375,23319
2026-06-05 10:40:00-04:00,134.0,134.0,134.05999755859375,133.9600067138672,133.97999572753906,45194
2026-06-05 10:41:00-04:00,133.9499969482422,133.9499969482422,134.05999755859375,133.9300994873047,133.96910095214844,23208
2026-06-05 10:42:00-04:00,133.9199981689453,133.9199981689453,133.92999267578125,133.71009826660156,133.92999267578125,17395
2026-06-05 10:43:00-04:00,133.77999877929688,133.77999877929688,133.9949951171875,133.77999877929688,133.92999267578125,16765
2026-06-05 10:44:00-04:00,133.72500610351562,133.72500610351562,133.77000427246094,133.625,133.77000427246094,18899
2026-06-05 10:45:00-04:00,133.6699981689453,133.6699981689453,133.8000030517578,133.63999938964844,133.72999572753906,15145
2026-06-05 10:46:00-04:00,133.55999755859375,133.55999755859375,133.63819885253906,133.52999877929688,133.6300048828125,18829
2026-06-05 10:47:00-04:00,133.5500030517578,133.5500030517578,133.69000244140625,133.52000427246094,133.5500030517578,16456
2026-06-05 10:48:00-04:00,133.61000061035156,133.61000061035156,133.67999267578125,133.5800018310547,133.58999633789062,16960
2026-06-05 10:49:00-04:00,133.72000122070312,133.72000122070312,133.74000549316406,133.61000061035156,133.61000061035156,13158
2026-06-05 10:50:00-04:00,133.82000732421875,133.82000732421875,133.8300018310547,133.67999267578125,133.7050018310547,18341
2026-06-05 10:51:00-04:00,133.75999450683594,133.75999450683594,133.8000030517578,133.6699981689453,133.8000030517578,18768
2026-06-05 10:52:00-04:00,133.7449951171875,133.7449951171875,133.80999755859375,133.72999572753906,133.75,13443
2026-06-05 10:53:00-04:00,133.77000427246094,133.77000427246094,133.7949981689453,133.72000122070312,133.74000549316406,14990
2026-06-05 10:54:00-04:00,133.89500427246094,133.89500427246094,133.89999389648438,133.76499938964844,133.76499938964844,14766
2026-06-05 10:55:00-04:00,133.82000732421875,133.82000732421875,133.9199981689453,133.82000732421875,133.88999938964844,15952
2026-06-05 10:56:00-04:00,133.875,133.875,133.96499633789062,133.80999755859375,133.83999633789062,23366
2026-06-05 10:57:00-04:00,133.8699951171875,133.8699951171875,133.88999938964844,133.7899932861328,133.875,15641
2026-06-05 10:58:00-04:00,133.7949981689453,133.7949981689453,133.89529418945312,133.77999877929688,133.8699951171875,15854
2026-06-05 10:59:00-04:00,133.82000732421875,133.82000732421875,133.82000732421875,133.76499938964844,133.78500366210938,15883
2026-06-05 11:00:00-04:00,133.77000427246094,133.77000427246094,133.83999633789062,133.76499938964844,133.8300018310547,25530
2026-06-05 11:01:00-04:00,133.77000427246094,133.77000427246094,133.7899932861328,133.6300048828125,133.76499938964844,16872
2026-06-05 11:02:00-04:00,133.77999877929688,133.77999877929688,133.77999877929688,133.69500732421875,133.77999877929688,15196
2026-06-05 11:03:00-04:00,133.7100067138672,133.7100067138672,133.80999755859375,133.69000244140625,133.75999450683594,23194
2026-06-05 11:04:00-04:00,133.77000427246094,133.77000427246094,133.77999877929688,133.6699981689453,133.69000244140625,12310
2026-06-05 11:05:00-04:00,133.74000549316406,133.74000549316406,133.80499267578125,133.74000549316406,133.77999877929688,13700
2026-06-05 11:06:00-04:00,133.6750030517578,133.6750030517578,133.77000427246094,133.6750030517578,133.74000549316406,23701
2026-06-05 11:07:00-04:00,133.61000061035156,133.61000061035156,133.69000244140625,133.58999633789062,133.69000244140625,15811
2026-06-05 11:08:00-04:00,133.6199951171875,133.6199951171875,133.6699981689453,133.5800018310547,133.58999633789062,14123
2026-06-05 11:09:00-04:00,133.6699981689453,133.6699981689453,133.75,133.52000427246094,133.6199951171875,26073
2026-06-05 11:10:00-04:00,133.67999267578125,133.67999267578125,133.6999969482422,133.61500549316406,133.6300048828125,456300
2026-06-05 11:11:00-04:00,133.65499877929688,133.65499877929688,133.6999969482422,133.6300048828125,133.67999267578125,14900
2026-06-05 11:12:00-04:00,133.63999938964844,133.63999938964844,133.72500610351562,133.63999938964844,133.6699981689453,17604
2026-06-05 11:13:00-04:00,133.75,133.75,133.75,133.55130004882812,133.6199951171875,18341
2026-06-05 11:14:00-04:00,133.58999633789062,133.58999633789062,133.7899932861328,133.58999633789062,133.77000427246094,15422
2026-06-05 11:15:00-04:00,133.52000427246094,133.52000427246094,133.5800018310547,133.4600067138672,133.5800018310547,24427
2026-06-05 11:16:00-04:00,133.55999755859375,133.55999755859375,133.60000610351562,133.5,133.50430297851562,17500
2026-06-05 11:17:00-04:00,133.63999938964844,133.63999938964844,133.66000366210938,133.51499938964844,133.52000427246094,15456
2026-06-05 11:18:00-04:00,133.62269592285156,133.62269592285156,133.69000244140625,133.60499572753906,133.69000244140625,13466
2026-06-05 11:19:00-04:00,133.6699981689453,133.6699981689453,133.71499633789062,133.63999938964844,133.63999938964844,8389
2026-06-05 11:20:00-04:00,133.55999755859375,133.55999755859375,133.6999969482422,133.55499267578125,133.6699981689453,19902
2026-06-05 11:21:00-04:00,133.58999633789062,133.58999633789062,133.58999633789062,133.52000427246094,133.57000732421875,9782
2026-06-05 11:22:00-04:00,133.52499389648438,133.52499389648438,133.61000061035156,133.52000427246094,133.60000610351562,14163
2026-06-05 11:23:00-04:00,133.63999938964844,133.63999938964844,133.74000549316406,133.4499969482422,133.5299072265625,15269
2026-06-05 11:24:00-04:00,133.5399932861328,133.5399932861328,133.6199951171875,133.52499389648438,133.6199951171875,18204
2026-06-05 11:25:00-04:00,133.58999633789062,133.58999633789062,133.60000610351562,133.52999877929688,133.55499267578125,23677
2026-06-05 11:26:00-04:00,133.6199951171875,133.6199951171875,133.6199951171875,133.59500122070312,133.61000061035156,6333
2026-06-05 11:27:00-04:00,133.60499572753906,133.60499572753906,133.67999267578125,133.55999755859375,133.63999938964844,24418
2026-06-05 11:28:00-04:00,133.5399932861328,133.5399932861328,133.64999389648438,133.5050048828125,133.6300048828125,17861
2026-06-05 11:29:00-04:00,133.50999450683594,133.50999450683594,133.57000732421875,133.47500610351562,133.5399932861328,36070
2026-06-05 11:30:00-04:00,133.52999877929688,133.52999877929688,133.56500244140625,133.47999572753906,133.5500030517578,18271
2026-06-05 11:31:00-04:00,133.41000366210938,133.41000366210938,133.52999877929688,133.38999938964844,133.49000549316406,22386
2026-06-05 11:32:00-04:00,133.3000030517578,133.3000030517578,133.4199981689453,133.3000030517578,133.41000366210938,11935
2026-06-05 11:33:00-04:00,133.17999267578125,133.17999267578125,133.5449981689453,133.17999267578125,133.3000030517578,45797
2026-06-05 11:34:00-04:00,133.31500244140625,133.31500244140625,133.4499969482422,133.22999572753906,133.22999572753906,16909
2026-06-05 11:35:00-04:00,132.9199981689453,132.9199981689453,133.31500244140625,132.75999450683594,133.31500244140625,309265
2026-06-05 11:36:00-04:00,132.80999755859375,132.80999755859375,132.9600067138672,132.7449951171875,132.94000244140625,35682
2026-06-05 11:37:00-04:00,132.77499389648438,132.77499389648438,132.8300018310547,132.72000122070312,132.7899932861328,11138
2026-06-05 11:38:00-04:00,132.6750030517578,132.6750030517578,132.8000030517578,132.6699981689453,132.7899932861328,21639
2026-06-05 11:39:00-04:00,132.74000549316406,132.74000549316406,132.86500549316406,132.6750030517578,132.6750030517578,29993
2026-06-05 11:40:00-04:00,132.6300048828125,132.6300048828125,132.70509338378906,132.52000427246094,132.6999969482422,17489
2026-06-05 11:41:00-04:00,132.58999633789062,132.58999633789062,132.66000366210938,132.52000427246094,132.6300048828125,24389
2026-06-05 11:42:00-04:00,132.80999755859375,132.80999755859375,132.80999755859375,132.58999633789062,132.58999633789062,17720
2026-06-05 11:43:00-04:00,132.67999267578125,132.67999267578125,132.8000030517578,132.6300048828125,132.8000030517578,30059
2026-06-05 11:44:00-04:00,132.49000549316406,132.49000549316406,132.72000122070312,132.49000549316406,132.6699981689453,13328
2026-06-05 11:45:00-04:00,132.38499450683594,132.38499450683594,132.50999450683594,132.3300018310547,132.47999572753906,15414
2026-06-05 11:46:00-04:00,132.47999572753906,132.47999572753906,132.47999572753906,132.32000732421875,132.3699951171875,23093
2026-06-05 11:47:00-04:00,132.49000549316406,132.49000549316406,132.625,132.49000549316406,132.49000549316406,18813
2026-06-05 11:48:00-04:00,132.58999633789062,132.58999633789062,132.58999633789062,132.49000549316406,132.50999450683594,9901
2026-06-05 11:49:00-04:00,132.48500061035156,132.48500061035156,132.5800018310547,132.42999267578125,132.57859802246094,12524
2026-06-05 11:50:00-04:00,132.5,132.5,132.5699005126953,132.4600067138672,132.47999572753906,17864
2026-06-05 11:51:00-04:00,132.5500030517578,132.5500030517578,132.6300048828125,132.30999755859375,132.52999877929688,32162
2026-06-05 11:52:00-04:00,132.50999450683594,132.50999450683594,132.5449981689453,132.43499755859375,132.5,13138
2026-06-05 11:53:00-04:00,132.4600067138672,132.4600067138672,132.50999450683594,132.4600067138672,132.5,7706
2026-06-05 11:54:00-04:00,132.40499877929688,132.40499877929688,132.52499389648438,132.39999389648438,132.49000549316406,11406
2026-06-05 11:55:00-04:00,132.44000244140625,132.44000244140625,132.4499969482422,132.38999938964844,132.41000366210938,12916
2026-06-05 11:56:00-04:00,132.47999572753906,132.47999572753906,132.5,132.44000244140625,132.44000244140625,8134
2026-06-05 11:57:00-04:00,132.43499755859375,132.43499755859375,132.5,132.39999389648438,132.47000122070312,18603
2026-06-05 11:58:00-04:00,132.2899932861328,132.2899932861328,132.4250030517578,132.2899932861328,132.4250030517578,19607
2026-06-05 11:59:00-04:00,132.27000427246094,132.27000427246094,132.3699951171875,132.25999450683594,132.30499267578125,17724
2026-06-05 12:00:00-04:00,132.32510375976562,132.32510375976562,132.38499450683594,132.27000427246094,132.3000030517578,18996
2026-06-05 12:01:00-04:00,132.39500427246094,132.39500427246094,132.41000366210938,132.30999755859375,132.3249969482422,19118
2026-06-05 12:02:00-04:00,132.2899932861328,132.2899932861328,132.3800048828125,132.2100067138672,132.3699951171875,31866
2026-06-05 12:03:00-04:00,132.24000549316406,132.24000549316406,132.33999633789062,132.24000549316406,132.25999450683594,14828
2026-06-05 12:04:00-04:00,132.24000549316406,132.24000549316406,132.29510498046875,132.22000122070312,132.25999450683594,11405
2026-06-05 12:05:00-04:00,132.09500122070312,132.09500122070312,132.22000122070312,132.02999877929688,132.2100067138672,22272
2026-06-05 12:06:00-04:00,132.02499389648438,132.02499389648438,132.1300048828125,132.02000427246094,132.09500122070312,25701
2026-06-05 12:07:00-04:00,131.8699951171875,131.8699951171875,132.05999755859375,131.80999755859375,132.00999450683594,42079
2026-06-05 12:08:00-04:00,131.75999450683594,131.75999450683594,131.85000610351562,131.75120544433594,131.8350067138672,15573
2026-06-05 12:09:00-04:00,131.8300018310547,131.8300018310547,131.85000610351562,131.73500061035156,131.77000427246094,12576
2026-06-05 12:10:00-04:00,131.7449951171875,131.7449951171875,131.8300018310547,131.7449951171875,131.82769775390625,26652
2026-06-05 12:11:00-04:00,131.8699951171875,131.8699951171875,131.91000366210938,131.72500610351562,131.72500610351562,17678
2026-06-05 12:12:00-04:00,131.82000732421875,131.82000732421875,131.8699951171875,131.8177947998047,131.86000061035156,8023
2026-06-05 12:13:00-04:00,131.88499450683594,131.88499450683594,131.88999938964844,131.77499389648438,131.82000732421875,12092
2026-06-05 12:14:00-04:00,131.7899932861328,131.7899932861328,131.88999938964844,131.75999450683594,131.88999938964844,14618
2026-06-05 12:15:00-04:00,131.6699981689453,131.6699981689453,131.82000732421875,131.6699981689453,131.77999877929688,14943
2026-06-05 12:16:00-04:00,131.66000366210938,131.66000366210938,131.72000122070312,131.60000610351562,131.66000366210938,47794
2026-06-05 12:17:00-04:00,131.7550048828125,131.7550048828125,131.75999450683594,131.65499877929688,131.6649932861328,11695
2026-06-05 12:18:00-04:00,131.72500610351562,131.72500610351562,131.80999755859375,131.7100067138672,131.77000427246094,17601
2026-06-05 12:19:00-04:00,131.7949981689453,131.7949981689453,131.85740661621094,131.72000122070312,131.72000122070312,23445
2026-06-05 12:20:00-04:00,131.69500732421875,131.69500732421875,131.80999755859375,131.6750030517578,131.77000427246094,20799
2026-06-05 12:21:00-04:00,131.80499267578125,131.80499267578125,131.85000610351562,131.72390747070312,131.72999572753906,14769
2026-06-05 12:22:00-04:00,131.85000610351562,131.85000610351562,131.88499450683594,131.83999633789062,131.83999633789062,12987
2026-06-05 12:23:00-04:00,131.92999267578125,131.92999267578125,131.92999267578125,131.7899932861328,131.83999633789062,32898
2026-06-05 12:24:00-04:00,131.6699981689453,131.6699981689453,131.93499755859375,131.64500427246094,131.93499755859375,28887
2026-06-05 12:25:00-04:00,131.72000122070312,131.72000122070312,131.72999572753906,131.64999389648438,131.69000244140625,10925
2026-06-05 12:26:00-04:00,131.75,131.75,131.77000427246094,131.7100067138672,131.72000122070312,18475
2026-06-05 12:27:00-04:00,131.75999450683594,131.75999450683594,131.80999755859375,131.72999572753906,131.77000427246094,9208
2026-06-05 12:28:00-04:00,131.67999267578125,131.67999267578125,131.7899932861328,131.6699981689453,131.7899932861328,8450
2026-06-05 12:29:00-04:00,131.64500427246094,131.64500427246094,131.72889709472656,131.61000061035156,131.6699981689453,24580
2026-06-05 12:30:00-04:00,131.5800018310547,131.5800018310547,131.6999969482422,131.57000732421875,131.67999267578125,35821
2026-06-05 12:31:00-04:00,131.47079467773438,131.47079467773438,131.57000732421875,131.4199981689453,131.57000732421875,35716
2026-06-05 12:32:00-04:00,131.5299072265625,131.5299072265625,131.5299072265625,131.44000244140625,131.47000122070312,11695
2026-06-05 12:33:00-04:00,131.5500030517578,131.5500030517578,131.5500030517578,131.5050048828125,131.50999450683594,9286
2026-06-05 12:34:00-04:00,131.6999969482422,131.6999969482422,131.6999969482422,131.5449981689453,131.5449981689453,27167
2026-06-05 12:35:00-04:00,131.80499267578125,131.80499267578125,131.82000732421875,131.6699981689453,131.69000244140625,23827
2026-06-05 12:36:00-04:00,131.73500061035156,131.73500061035156,131.80999755859375,131.66009521484375,131.80999755859375,58400
2026-06-05 12:37:00-04:00,131.77999877929688,131.77999877929688,131.85499572753906,131.69000244140625,131.73500061035156,25775
2026-06-05 12:38:00-04:00,131.97999572753906,131.97999572753906,131.97999572753906,131.85000610351562,131.85000610351562,13206
2026-06-05 12:39:00-04:00,131.9250030517578,131.9250030517578,131.97999572753906,131.83999633789062,131.97999572753906,17286
2026-06-05 12:40:00-04:00,131.85000610351562,131.85000610351562,131.9600067138672,131.83999633789062,131.92999267578125,16753
2026-06-05 12:41:00-04:00,131.6699981689453,131.6699981689453,131.8800048828125,131.66000366210938,131.84500122070312,21988
2026-06-05 12:42:00-04:00,131.67999267578125,131.67999267578125,131.6999969482422,131.60000610351562,131.65499877929688,26549
2026-06-05 12:43:00-04:00,131.77000427246094,131.77000427246094,131.77000427246094,131.63999938964844,131.6699981689453,14723
2026-06-05 12:44:00-04:00,131.75,131.75,131.77499389648438,131.6699981689453,131.77499389648438,23552
2026-06-05 12:45:00-04:00,131.5800018310547,131.5800018310547,131.77000427246094,131.5800018310547,131.77000427246094,20379
