Date,Adj Close,Close,High,Low,Open,Volume
2018-01-02,85.9012680053711,107.94999694824219,108.0199966430664,106.80999755859375,107.62999725341797,13578800
2018-01-03,85.98883056640625,108.05999755859375,108.48999786376953,107.4800033569336,107.86000061035156,11901000
2018-01-04,87.22063446044922,109.04000091552734,110.02999877929688,108.19999694824219,108.36000061035156,12953700
2018-01-05,86.66072082519531,108.33999633789062,109.55000305175781,107.77999877929688,109.26000213623047,14155000
2018-01-08,86.78871154785156,108.5,108.68000030517578,107.69999694824219,108.1500015258789,12466500
2018-01-09,87.22864532470703,109.05000305175781,109.62999725341797,108.48999786376953,108.72000122070312,13292300
2018-01-10,88.18851470947266,110.25,110.69999694824219,109.38999938964844,109.47000122070312,15834500
2018-01-11,88.66046142578125,110.83999633789062,110.93000030517578,110.05000305175781,110.66999816894531,13676800
2018-01-12,90.12425231933594,112.66999816894531,112.8499984741211,110.83999633789062,111.6500015258789,18884200
2018-01-16,89.8043212890625,112.2699966430664,113.43000030517578,111.06999969482422,111.51000213623047,22703300
2018-01-17,90.3802261352539,112.98999786376953,113.30000305175781,111.30999755859375,111.88999938964844,14940300
2018-01-18,90.5962142944336,113.26000213623047,113.72000122070312,112.2699966430664,112.76000213623047,14572900
2018-01-19,90.3962631225586,113.01000213623047,114.33999633789062,112.80000305175781,113.94000244140625,18785500
2018-01-22,91.45207977294922,114.33000183105469,114.38999938964844,112.5,112.66000366210938,12475700
2018-01-23,91.3561019897461,114.20999908447266,114.63999938964844,113.3499984741211,113.66999816894531,12320800
2018-01-24,92.52395629882812,115.66999816894531,116.0,114.66000366210938,114.86000061035156,15904500
2018-01-25,92.54792785644531,115.69999694824219,116.16999816894531,115.08000183105469,116.04000091552734,13510000
2018-01-26,93.04389190673828,116.31999969482422,116.31999969482422,114.95999908447266,115.69999694824219,13883900
2018-01-29,92.94788360595703,116.19999694824219,117.3499984741211,116.0199966430664,116.0199966430664,11679900
2018-01-30,92.07601928710938,115.11000061035156,116.5999984741211,114.9800033569336,115.52999877929688,14279100
2018-01-31,92.52395629882812,115.66999816894531,116.66000366210938,115.16000366210938,115.6500015258789,13141400
